charge fraction

[0.00042556147729086446, 0.0003915260254584574, 0.00040443751882645056, 0.00044624174296843878, 0.00057009260237919504, 0.00060936526134375984, 0.00055638739750668966, 0.0005901448071769413]
[0.0021215650578523203, 0.0019673882669373572, 0.0020198169370424174, 0.0022320681452807811, 0.0028626754779025832, 0.0030523656592416457, 0.0027680105078928484, 0.0029438580633658878]
[0.0038140525561530009, 0.0035381453167152642, 0.0036394099862636499, 0.0040166315245109673, 0.0051472199620372829, 0.0054882610255764614, 0.0049695689828872583, 0.005260969686764717]
[0.0054920237121622592, 0.0050972567679503809, 0.0052499958539715223, 0.0057832068273837639, 0.007431809369777209, 0.0079094775618576141, 0.0071576687459494305, 0.0075729816420910413]
[0.0088454727688528877, 0.0082069907371675917, 0.0084507382613754674, 0.0093290869608881524, 0.011930027495728617, 0.012720649611179835, 0.01152900668777662, 0.012191612149067702]
[0.012205486592967659, 0.011290297059935759, 0.011633726199663054, 0.012840004757674059, 0.016388157861336204, 0.017459159159518883, 0.015856644802355678, 0.016760779163367854]
[0.01884291549892974, 0.017421342205427449, 0.017941955830095491, 0.019803135362077579, 0.025252138658380392, 0.026847427366899601, 0.024444402706484368, 0.025834442757895957]
[0.023755585602566978, 0.021953012734291736, 0.022602387382420597, 0.024942743624238085, 0.031776142478517885, 0.033763110698688932, 0.030773474459050341, 0.032545425668071622]
[0.028643209352946668, 0.026458114677570886, 0.02722658563030678, 0.03004424765417114, 0.038240784909308642, 0.040653621511807785, 0.037063987589032621, 0.039194198558072949]
[0.036678527095198435, 0.033861898085976172, 0.034830036284968939, 0.038390170091592637, 0.048890706667680431, 0.051890692036301179, 0.04734944576329507, 0.050088573179705609]
[0.041455924602857547, 0.038248729442850814, 0.039340488326385599, 0.043334481109804, 0.055143462274692343, 0.058511558282893054, 0.053445814492274216, 0.056563179355522665]
[0.049313730769273895, 0.045453178924212863, 0.046734054238403565, 0.051454361500033435, 0.065395457903749135, 0.069360702987817116, 0.063440412900730714, 0.067189595901657115]
[0.058654614620933444, 0.053981384423618654, 0.055483352517216929, 0.061072069483449828, 0.0775483346072042, 0.082160652101573112, 0.075232334498033973, 0.079721910099200766]
[0.067826453415083324, 0.062334885223568365, 0.064057367180599414, 0.070449465960195995, 0.089355447060858517, 0.094605479149630758, 0.08673852481076158, 0.091965543847158396]
[0.073872585442542632, 0.067829139260947913, 0.069707442270799086, 0.076616170719306251, 0.097070486590983732, 0.10278624885708366, 0.094295277005805644, 0.10001611055280181]
[0.087236438321669482, 0.079943091089319795, 0.082105804653484799, 0.090154025080649222, 0.11409112158983814, 0.1207088288457762, 0.11088209727841936, 0.11769766150557866]
[0.094538009305091472, 0.086528542512995188, 0.088842720800822353, 0.097514102486189608, 0.12330562642582026, 0.13040294019526305, 0.11987722740843119, 0.12729731409480044]
[0.10745947693187965, 0.098145909279490795, 0.10072378568328044, 0.11042748351199241, 0.13939580142063634, 0.14740990844266438, 0.13570521464080959, 0.14418126855915753]
[0.11593235465082721, 0.10573095346714616, 0.10848185134346555, 0.1188468906407095, 0.14984492055891879, 0.15843512103584148, 0.14601205674856396, 0.15519992453356768]
[0.12980756223937637, 0.11812619701594265, 0.12111334896180252, 0.13256163620263192, 0.16680614369109317, 0.17638783976680264, 0.16280113227128107, 0.17311336333221286]
[0.14067101869366164, 0.12779458455295034, 0.13096652669954265, 0.14322373128132587, 0.17997953399258199, 0.19026409390375823, 0.17584093565812314, 0.18709797681001861]
[0.15663055690012948, 0.14191660299097125, 0.14535753676869201, 0.15875723818608073, 0.19911125749264214, 0.21044457632616537, 0.19486158610261889, 0.20752783545118919]
[0.16186923892495866, 0.14652504433288591, 0.15004189293849837, 0.16382975479807546, 0.20535447257991146, 0.2169838851563019, 0.20105244602368394, 0.21416772724661784]
[0.17855863300190841, 0.16117784465964147, 0.16494410991781971, 0.17989078766122646, 0.22505869886920421, 0.23776035620427435, 0.22062807502149567, 0.23532499035461091]
[0.18736235493602188, 0.16887099604419034, 0.17272252305950705, 0.18828862878344069, 0.23531692079988686, 0.24856328653189227, 0.23087664335389974, 0.24643097311783774]
